iter	MultiClass
542	0.8656159001
543	0.8655202367
544	0.8653227817
545	0.8651440809
546	0.8649641125
547	0.8648260352
548	0.8646939941
549	0.8645076839
550	0.8643850829
551	0.8641818434
552	0.8640268973
553	0.8638726483
554	0.8637214107
555	0.863449519
556	0.8633335636
557	0.8632031513
558	0.8631424976
559	0.8629362019
560	0.8628128539
561	0.8626445444
562	0.8624344885
563	0.8623166407
564	0.8621855595
565	0.8619890761
566	0.8618638955
567	0.8617506606
568	0.8616622222
569	0.8614713328
570	0.8613441261
571	0.8612335654
572	0.861124442
573	0.8609208903
574	0.8607584019
575	0.8606497328
576	0.8605248586
577	0.8603397536
578	0.8602320402
579	0.8599866009
580	0.8598081736
581	0.859693009
582	0.8595862121
583	0.8594626319
584	0.8592664996
585	0.8590892579
586	0.8588673594
587	0.8586545389
588	0.8585236044
589	0.8583864395
590	0.8582531703
591	0.8581024778
592	0.8579167608
593	0.8576633303
594	0.8575592267
595	0.8574174666
596	0.8572854848
597	0.8570600756
598	0.8569043121
599	0.856701398
600	0.8564450593
601	0.8563286395
602	0.8561614559
603	0.8559926725
604	0.8559053733
605	0.855713748
606	0.855592439
607	0.8553600818
608	0.8551551444
609	0.8550064798
610	0.854861593
611	0.8546929416
612	0.8545601997
613	0.854361433
614	0.8542827783
615	0.8541270007
616	0.8539643629
617	0.8537882522
618	0.8535600915
619	0.853417388
620	0.8532972151
621	0.8530377888
622	0.8529115755
623	0.8527413866
624	0.8525730522
625	0.8524059038
626	0.852274521
627	0.852140924
628	0.8520262684
629	0.8518837252
630	0.8516615107
631	0.8515279213
632	0.8514280037
633	0.8513213081
634	0.8512031981
635	0.8510792901
636	0.8508985083
637	0.8506432187
638	0.850547529
639	0.8504085289
640	0.8502934081
641	0.8501581135
642	0.8500399468
643	0.8499158968
644	0.8496964682
645	0.8495095926
646	0.8493509855
647	0.8491879444
648	0.8490315391
649	0.84885772
650	0.8487234632
651	0.8484669522
652	0.8483257354
653	0.8481607908
654	0.8480332736
655	0.8478949183
656	0.8478196284
657	0.8476594552
658	0.8475721253
659	0.8474479473
660	0.8473191308
661	0.8471659005
662	0.8470283947
663	0.8469010686
664	0.846649378
665	0.846519844
666	0.8464029393
667	0.8462857232
668	0.8461485846
669	0.8458733763
670	0.8457188973
671	0.8455911631
672	0.8454427591
673	0.845172859
674	0.8450099407
675	0.8448558535
676	0.8446967803
677	0.844623165
678	0.8445147306
679	0.8444024941
680	0.8443061477
681	0.8441508864
682	0.8439247427
683	0.8438175788
684	0.843648823
685	0.8434586922
686	0.8433210294
687	0.8432108302
688	0.8430100491
689	0.8428780416
690	0.842693298
691	0.8425913392
692	0.842452451
693	0.8422805548
694	0.8421037269
695	0.8419978095
696	0.8418027605
697	0.8417018685
698	0.8415157905
699	0.8413438465
700	0.8411253762
701	0.8409647237
702	0.8408456203
703	0.8406994779
704	0.8405430683
705	0.8403968036
706	0.8401940735
707	0.8400272699
708	0.8399155869
709	0.8397623324
710	0.839617985
711	0.8395324788
712	0.8393509353
713	0.8392021248
714	0.8390579536
715	0.8389222201
716	0.8387638261
717	0.8386033606
718	0.8384449952
719	0.8383144856
720	0.8382251335
721	0.8380872955
722	0.8380031137
723	0.8378777794
724	0.8377681798
725	0.8376472301
726	0.8375249705
727	0.8373676832
728	0.8371777804
729	0.8370492269
730	0.8368577563
731	0.8367356548
732	0.836589096
733	0.8362929649
734	0.8361913193
735	0.8360474774
736	0.8357759512
737	0.8356356014
738	0.8354456321
739	0.8352583197
740	0.8351459555
741	0.8350346243
742	0.8349130873
743	0.8346767256
744	0.8345741389
745	0.8344310363
746	0.8343343074
747	0.8342493656
748	0.8341055555
749	0.8339151514
750	0.8338152338
751	0.8336684835
752	0.8334939817
753	0.8333129635
754	0.8331997758
755	0.8330615367
756	0.8329077268
757	0.8328497924
758	0.832708579
759	0.8325153318
760	0.8324394931
761	0.8323200247
762	0.8321645559
763	0.8320491061
764	0.8319566008
765	0.8317952815
766	0.8316798958
767	0.8314779039
768	0.8313463036
769	0.8311995268
770	0.8310303813
771	0.8309716046
772	0.8308994536
773	0.8307782416
774	0.8306218039
775	0.830534801
776	0.8304114291
777	0.8302194578
778	0.8300690099
779	0.829921614
780	0.8298102919
781	0.8296342271
782	0.8295197208
783	0.8293473198
784	0.8292403163
785	0.8291183418
786	0.829026844
787	0.8288958875
788	0.8287387882
789	0.8285301051
790	0.82842105
791	0.8282580777
792	0.8281698162
793	0.8279842531
794	0.8279200005
795	0.8277905712
796	0.8276060935
797	0.8274527189
798	0.8273201963
799	0.8271720268
800	0.8270279998
801	0.8269135325
802	0.8267863836
803	0.8266239588
804	0.8264561929
805	0.8261906975
806	0.8258930956
807	0.8257398414
808	0.8256366227
809	0.8254708802
810	0.8252987328
811	0.8251297769
812	0.8250088637
813	0.8248934465
814	0.8247733553
815	0.8246522802
816	0.8244186042
817	0.8242705019
818	0.8241516546
819	0.8240371899
820	0.8239780184
821	0.8238490282
822	0.8237252844
823	0.8236037959
824	0.8233520959
825	0.8232067114
826	0.823103779
827	0.8229615273
828	0.8228669369
829	0.8227781209
830	0.8226314479
831	0.8224421492
832	0.8222803565
833	0.8221640116
834	0.8220763202
835	0.8219255063
836	0.8217271225
837	0.8216337407
838	0.8215273373
839	0.8213061798
840	0.821152009
841	0.8210366468
842	0.8209216113
843	0.8208083728
844	0.820720997
845	0.8205334719
846	0.8204021258
847	0.8203287144
848	0.8201937932
849	0.8200500684
850	0.8199853493
851	0.8198618572
852	0.8197081613
853	0.8195899252
854	0.8195125376
855	0.8194250629
856	0.8192316486
857	0.8191144157
858	0.8189619926
859	0.8188744859
860	0.8187325641
861	0.8185011358
862	0.818324074
863	0.8181838276
864	0.8178944124
865	0.8177010238
866	0.8175777243
867	0.8173855786
868	0.8172682325
869	0.8171266477
870	0.816988235
871	0.816899871
872	0.8166818672
873	0.8164815777
874	0.8163303905
875	0.8162710184
876	0.816192687
877	0.8159239785
878	0.8158318634
879	0.8157136152
880	0.8155759557
881	0.8154756019
882	0.8153098653
883	0.8151230412
884	0.814926642
885	0.8147921968
886	0.8146291211
887	0.8145179189
888	0.8143758765
889	0.8141952531
890	0.8140666371
891	0.8139038246
892	0.8137718688
893	0.8136396249
894	0.8135416243
895	0.813408904
896	0.8132991948
897	0.8131638703
898	0.8130652421
899	0.8128410911
900	0.8127415977
901	0.812677608
902	0.8125591078
903	0.8123892243
904	0.81219673
905	0.8120767714
906	0.8118323405
907	0.8116995561
908	0.8114289433
909	0.8112915902
910	0.8111728139
911	0.8110594699
912	0.8108792942
913	0.8107683374
914	0.8106978673
915	0.8105610541
916	0.810448738
917	0.8103429523
918	0.810155304
919	0.8100411302
920	0.809913016
921	0.8097603518
922	0.8096091214
923	0.8094976881
924	0.8093059048
925	0.809179866
926	0.8090936644
927	0.8089260835
928	0.8087281377
929	0.8085347894
930	0.8084388223
931	0.8083040793
932	0.8081716631
933	0.8080104883
934	0.8078912088
935	0.8077413768
936	0.8075932158
937	0.8073955588
938	0.8072181172
939	0.8071589079
940	0.8070078291
941	0.8069000666
942	0.8067980261
943	0.8066847858
944	0.8065637966
945	0.8063950366
946	0.8062997985
947	0.8061335793
948	0.8059973683
949	0.8058218485
950	0.8056630528
951	0.8054995438
952	0.8053479087
953	0.805194561
954	0.8049889742
955	0.8048366832
956	0.8046902942
957	0.8045253893
958	0.8043901924
959	0.8042813469
960	0.8041451046
961	0.8040115421
962	0.8038937619
963	0.8037122784
964	0.803568551
965	0.8034325856
966	0.8033378798
967	0.8032312377
968	0.8030879396
969	0.8028811716
970	0.8027543291
971	0.8025744306
972	0.802376951
973	0.802238142
974	0.8021302818
975	0.8019820031
976	0.8018669073
977	0.8017911024
978	0.801653698
979	0.8015432377
980	0.8014045687
981	0.8012542883
982	0.8011304177
983	0.8010232995
984	0.8008724282
985	0.8007744649
986	0.8006309127
987	0.8004891619
988	0.8002875449
989	0.8001661004
990	0.7999991497
991	0.7999062212
992	0.7997515977
993	0.799574115
994	0.7994772578
995	0.7994096335
996	0.7992585375
997	0.7991129877
998	0.7989417278
999	0.7988659631
